" VARIABLES = ""X"""," ""Y"""," ""U"""," ""V"""," ""T""",,,
 ZONE I= 76, J= 76, F=POINT ,,,,-1116988741,-1116988702
1,5.87E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,6.00E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,6.00E-01,1.15E+14,-1.89E+15,4.37E-01,,18.99,NO
0.02667,6.00E-01,2.26E+14,-1.86E+15,3.80E-01,,NO,NO
0.04,6.00E-01,3.32E+14,-1.81E+15,1.46E-01,,NO,NO
0.05333,6.00E-01,4.29E+14,-1.74E+15,3.44E-01,,NO,NO
0.06667,6.00E-01,5.15E+14,-1.66E+15,-3.10E-02,,NO,NO
0.08,6.00E-01,5.89E+14,-1.56E+15,2.50E-01,,NO,NO
0.09333,6.00E-01,6.50E+14,-1.45E+15,-6.92E-02,,NO,NO
0.1067,6.00E-01,6.97E+14,-1.33E+15,1.31E-01,,NO,NO
0.12,6.00E-01,7.29E+14,-1.21E+15,-4.04E-02,,NO,NO
0.1333,6.00E-01,7.48E+14,-1.09E+15,4.70E-02,,NO,NO
0.1467,6.00E-01,7.54E+14,-9.69E+14,-1.27E-02,,NO,NO
0.16,6.00E-01,7.48E+14,-8.50E+14,1.08E-02,,NO,NO
0.1733,6.00E-01,7.33E+14,-7.36E+14,-2.17E-03,,NO,NO
0.1867,6.00E-01,7.08E+14,-6.28E+14,1.43E-03,,NO,NO
0.2,6.00E-01,6.76E+14,-5.26E+14,-1.58E-04,,NO,NO
0.2133,6.00E-01,6.38E+14,-4.33E+14,8.24E-05,,NO,NO
0.2267,6.00E-01,5.96E+14,-3.48E+14,0.00E+00,,NO,NO
0.24,6.00E-01,5.51E+14,-2.72E+14,0.00E+00,,NO,NO
0.2533,6.00E-01,5.04E+14,-2.04E+14,0.00E+00,,NO,NO
0.2667,6.00E-01,4.57E+14,-1.45E+14,0.00E+00,,NO,NO
0.28,6.00E-01,4.09E+14,-9.34E+13,0.00E+00,,NO,NO
0.2933,6.00E-01,3.63E+14,-5.01E+13,0.00E+00,,NO,NO
0.3067,6.00E-01,3.18E+14,-1.39E+13,0.00E+00,,NO,NO
0.32,6.00E-01,2.75E+14,1.55E+13,0.00E+00,,NO,NO
0.3333,6.00E-01,2.34E+14,3.87E+13,0.00E+00,,NO,NO
0.3467,6.00E-01,1.96E+14,5.64E+13,0.00E+00,,NO,NO
0.36,6.00E-01,1.60E+14,6.90E+13,0.00E+00,,NO,NO
0.3733,6.00E-01,1.28E+14,7.72E+13,0.00E+00,,NO,NO
0.3867,6.00E-01,9.87E+13,8.14E+13,0.00E+00,,NO,NO
0.4,6.00E-01,7.24E+13,8.22E+13,0.00E+00,,NO,NO
0.4133,6.00E-01,4.91E+13,8.01E+13,0.00E+00,,NO,NO
0.4267,6.00E-01,2.87E+13,7.54E+13,0.00E+00,,NO,NO
0.44,6.00E-01,1.14E+13,6.88E+13,0.00E+00,,NO,NO
0.4533,6.00E-01,-3.05E+12,6.04E+13,0.00E+00,,NO,NO
0.4667,6.00E-01,-1.46E+13,5.09E+13,0.00E+00,,NO,NO
0.48,6.00E-01,-2.33E+13,4.05E+13,0.00E+00,,NO,NO
0.4933,6.00E-01,-2.93E+13,2.95E+13,0.00E+00,,NO,NO
0.5067,6.00E-01,-3.24E+13,1.84E+13,0.00E+00,,NO,NO
0.52,6.00E-01,-3.28E+13,7.57E+12,0.00E+00,,NO,NO
0.5333,6.00E-01,-3.04E+13,-2.75E+12,0.00E+00,,NO,NO
0.5467,6.00E-01,-2.52E+13,-1.22E+13,0.00E+00,,NO,NO
0.56,6.00E-01,-1.72E+13,-2.03E+13,0.00E+00,,NO,NO
0.5733,6.00E-01,-6.39E+12,-2.68E+13,0.00E+00,,NO,NO
0.5867,6.00E-01,7.30E+12,-3.12E+13,0.00E+00,,NO,NO
0.6,6.00E-01,2.39E+13,-3.32E+13,0.00E+00,,NO,NO
0.6133,6.00E-01,4.34E+13,-3.24E+13,0.00E+00,,NO,NO
0.6267,6.00E-01,6.58E+13,-2.82E+13,0.00E+00,,NO,NO
0.64,6.00E-01,9.11E+13,-2.03E+13,0.00E+00,,NO,NO
0.6533,6.00E-01,1.19E+14,-8.15E+12,0.00E+00,,NO,NO
0.6667,6.00E-01,1.50E+14,8.74E+12,0.00E+00,,NO,NO
0.68,6.00E-01,1.84E+14,3.09E+13,0.00E+00,,NO,NO
0.6933,6.00E-01,2.19E+14,5.87E+13,0.00E+00,,NO,NO
0.7067,6.00E-01,2.57E+14,9.28E+13,0.00E+00,,NO,NO
0.72,6.00E-01,2.97E+14,1.34E+14,0.00E+00,,NO,NO
0.7333,6.00E-01,3.38E+14,1.81E+14,0.00E+00,,NO,NO
0.7467,6.00E-01,3.79E+14,2.37E+14,0.00E+00,,NO,NO
0.76,6.00E-01,4.20E+14,3.00E+14,0.00E+00,,NO,NO
0.7733,6.00E-01,4.59E+14,3.70E+14,0.00E+00,,NO,NO
0.7867,6.00E-01,4.97E+14,4.49E+14,-5.02E-05,,NO,NO
0.8,6.00E-01,5.31E+14,5.35E+14,9.66E-05,,NO,NO
0.8133,6.00E-01,5.60E+14,6.28E+14,-8.91E-04,,NO,NO
0.8267,6.00E-01,5.84E+14,7.27E+14,1.38E-03,,NO,NO
0.84,6.00E-01,6.00E+14,8.32E+14,-7.05E-03,,NO,NO
0.8533,6.00E-01,6.07E+14,9.40E+14,8.66E-03,,NO,NO
0.8667,6.00E-01,6.05E+14,1.05E+15,-3.28E-02,,NO,NO
0.88,6.00E-01,5.92E+14,1.16E+15,3.01E-02,,NO,NO
0.8933,6.00E-01,5.68E+14,1.27E+15,-1.00E-01,,NO,NO
0.9067,6.00E-01,5.31E+14,1.38E+15,5.87E-02,,NO,NO
0.92,6.00E-01,4.83E+14,1.47E+15,-2.12E-01,,NO,NO
0.9333,6.00E-01,4.23E+14,1.56E+15,4.09E-02,,NO,NO
0.9467,6.00E-01,3.53E+14,1.64E+15,-3.27E-01,,NO,NO
0.96,6.00E-01,2.73E+14,1.70E+15,-1.05E-01,,NO,NO
0.9733,6.00E-01,1.87E+14,1.75E+15,-3.98E-01,,NO,NO
0.9867,6.00E-01,9.46E+13,1.78E+15,-3.90E-01,,NO,32.88
1,6.00E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,6.13E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,6.13E-01,1.37E+14,-2.01E+15,4.53E-01,,14.1,NO
0.02667,6.13E-01,2.71E+14,-1.98E+15,3.71E-01,,NO,NO
0.04,6.13E-01,3.97E+14,-1.92E+15,1.54E-01,,NO,NO
0.05333,6.13E-01,5.12E+14,-1.84E+15,3.48E-01,,NO,NO
0.06667,6.13E-01,6.14E+14,-1.74E+15,-3.45E-02,,NO,NO
0.08,6.13E-01,7.01E+14,-1.63E+15,2.60E-01,,NO,NO
0.09333,6.13E-01,7.70E+14,-1.51E+15,-7.55E-02,,NO,NO
0.1067,6.13E-01,8.23E+14,-1.38E+15,1.39E-01,,NO,NO
0.12,6.13E-01,8.58E+14,-1.24E+15,-4.40E-02,,NO,NO
0.1333,6.13E-01,8.77E+14,-1.10E+15,5.00E-02,,NO,NO
0.1467,6.13E-01,8.81E+14,-9.68E+14,-1.38E-02,,NO,NO
0.16,6.13E-01,8.71E+14,-8.37E+14,1.15E-02,,NO,NO
0.1733,6.13E-01,8.49E+14,-7.13E+14,-2.35E-03,,NO,NO
0.1867,6.13E-01,8.17E+14,-5.96E+14,1.52E-03,,NO,NO
0.2,6.13E-01,7.77E+14,-4.88E+14,-1.70E-04,,NO,NO
0.2133,6.13E-01,7.30E+14,-3.89E+14,8.68E-05,,NO,NO
0.2267,6.13E-01,6.79E+14,-3.00E+14,0.00E+00,,NO,NO
0.24,6.13E-01,6.24E+14,-2.21E+14,0.00E+00,,NO,NO
0.2533,6.13E-01,5.68E+14,-1.52E+14,0.00E+00,,NO,NO
0.2667,6.13E-01,5.12E+14,-9.29E+13,0.00E+00,,NO,NO
0.28,6.13E-01,4.56E+14,-4.26E+13,0.00E+00,,NO,NO
0.2933,6.13E-01,4.02E+14,-6.12E+11,0.00E+00,,NO,NO
0.3067,6.13E-01,3.49E+14,3.35E+13,0.00E+00,,NO,NO
0.32,6.13E-01,3.00E+14,6.05E+13,0.00E+00,,NO,NO
0.3333,6.13E-01,2.53E+14,8.09E+13,0.00E+00,,NO,NO
0.3467,6.13E-01,2.09E+14,9.56E+13,0.00E+00,,NO,NO
0.36,6.13E-01,1.69E+14,1.05E+14,0.00E+00,,NO,NO
0.3733,6.13E-01,1.33E+14,1.10E+14,0.00E+00,,NO,NO
0.3867,6.13E-01,9.95E+13,1.11E+14,0.00E+00,,NO,NO
0.4,6.13E-01,6.99E+13,1.09E+14,0.00E+00,,NO,NO
0.4133,6.13E-01,4.39E+13,1.03E+14,0.00E+00,,NO,NO
0.4267,6.13E-01,2.14E+13,9.53E+13,0.00E+00,,NO,NO
0.44,6.13E-01,2.23E+12,8.55E+13,0.00E+00,,NO,NO
0.4533,6.13E-01,-1.36E+13,7.41E+13,0.00E+00,,NO,NO
0.4667,6.13E-01,-2.62E+13,6.15E+13,0.00E+00,,NO,NO
0.48,6.13E-01,-3.56E+13,4.80E+13,0.00E+00,,NO,NO
0.4933,6.13E-01,-4.18E+13,3.41E+13,0.00E+00,,NO,NO
0.5067,6.13E-01,-4.50E+13,2.01E+13,0.00E+00,,NO,NO
0.52,6.13E-01,-4.49E+13,6.28E+12,0.00E+00,,NO,NO
0.5333,6.13E-01,-4.18E+13,-7.00E+12,0.00E+00,,NO,NO
0.5467,6.13E-01,-3.56E+13,-1.94E+13,0.00E+00,,NO,NO
0.56,6.13E-01,-2.61E+13,-3.05E+13,0.00E+00,,NO,NO
0.5733,6.13E-01,-1.35E+13,-4.00E+13,0.00E+00,,NO,NO
0.5867,6.13E-01,2.42E+12,-4.76E+13,0.00E+00,,NO,NO
0.6,6.13E-01,2.16E+13,-5.27E+13,0.00E+00,,NO,NO
0.6133,6.13E-01,4.42E+13,-5.50E+13,0.00E+00,,NO,NO
0.6267,6.13E-01,7.01E+13,-5.39E+13,0.00E+00,,NO,NO
0.64,6.13E-01,9.94E+13,-4.91E+13,0.00E+00,,NO,NO
0.6533,6.13E-01,1.32E+14,-4.00E+13,0.00E+00,,NO,NO
0.6667,6.13E-01,1.68E+14,-2.61E+13,0.00E+00,,NO,NO
0.68,6.13E-01,2.07E+14,-6.68E+12,0.00E+00,,NO,NO
0.6933,6.13E-01,2.49E+14,1.87E+13,0.00E+00,,NO,NO
0.7067,6.13E-01,2.94E+14,5.07E+13,0.00E+00,,NO,NO
0.72,6.13E-01,3.40E+14,8.98E+13,0.00E+00,,NO,NO
0.7333,6.13E-01,3.89E+14,1.37E+14,0.00E+00,,NO,NO
0.7467,6.13E-01,4.38E+14,1.92E+14,0.00E+00,,NO,NO
0.76,6.13E-01,4.87E+14,2.55E+14,0.00E+00,,NO,NO
0.7733,6.13E-01,5.35E+14,3.28E+14,0.00E+00,,NO,NO
0.7867,6.13E-01,5.81E+14,4.09E+14,-5.02E-05,,NO,NO
0.8,6.13E-01,6.23E+14,5.00E+14,1.00E-04,,NO,NO
0.8133,6.13E-01,6.60E+14,5.98E+14,-9.01E-04,,NO,NO
0.8267,6.13E-01,6.90E+14,7.05E+14,1.46E-03,,NO,NO
0.84,6.13E-01,7.11E+14,8.18E+14,-7.19E-03,,NO,NO
0.8533,6.13E-01,7.23E+14,9.37E+14,9.22E-03,,NO,NO
0.8667,6.13E-01,7.23E+14,1.06E+15,-3.37E-02,,NO,NO
0.88,6.13E-01,7.09E+14,1.18E+15,3.24E-02,,NO,NO
0.8933,6.13E-01,6.82E+14,1.30E+15,-1.03E-01,,NO,NO
0.9067,6.13E-01,6.40E+14,1.42E+15,6.41E-02,,NO,NO
0.92,6.13E-01,5.83E+14,1.53E+15,-2.16E-01,,NO,NO
0.9333,6.13E-01,5.12E+14,1.63E+15,4.71E-02,,NO,NO
0.9467,6.13E-01,4.28E+14,1.72E+15,-3.28E-01,,NO,NO
0.96,6.13E-01,3.32E+14,1.79E+15,-1.05E-01,,NO,NO
0.9733,6.13E-01,2.27E+14,1.85E+15,-3.90E-01,,NO,NO
0.9867,6.13E-01,1.15E+14,1.88E+15,-4.00E-01,,NO,29.97
1,6.13E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,6.27E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,6.27E-01,1.64E+14,-2.16E+15,4.72E-01,,8.4,NO
0.02667,6.27E-01,3.23E+14,-2.12E+15,3.60E-01,,NO,NO
0.04,6.27E-01,4.73E+14,-2.05E+15,1.62E-01,,NO,NO
0.05333,6.27E-01,6.09E+14,-1.96E+15,3.53E-01,,NO,NO
0.06667,6.27E-01,7.28E+14,-1.84E+15,-3.88E-02,,NO,NO
0.08,6.27E-01,8.28E+14,-1.71E+15,2.73E-01,,NO,NO
0.09333,6.27E-01,9.08E+14,-1.57E+15,-8.29E-02,,NO,NO
0.1067,6.27E-01,9.66E+14,-1.42E+15,1.48E-01,,NO,NO
0.12,6.27E-01,1.00E+15,-1.27E+15,-4.82E-02,,NO,NO
0.1333,6.27E-01,1.02E+15,-1.11E+15,5.35E-02,,NO,NO
0.1467,6.27E-01,1.02E+15,-9.63E+14,-1.51E-02,,NO,NO
0.16,6.27E-01,1.01E+15,-8.18E+14,1.23E-02,,NO,NO
0.1733,6.27E-01,9.76E+14,-6.82E+14,-2.54E-03,,NO,NO
0.1867,6.27E-01,9.34E+14,-5.55E+14,1.61E-03,,NO,NO
0.2,6.27E-01,8.83E+14,-4.39E+14,-1.82E-04,,NO,NO
0.2133,6.27E-01,8.26E+14,-3.35E+14,9.15E-05,,NO,NO
0.2267,6.27E-01,7.64E+14,-2.42E+14,0.00E+00,,NO,NO
0.24,6.27E-01,6.99E+14,-1.61E+14,0.00E+00,,NO,NO
0.2533,6.27E-01,6.32E+14,-9.14E+13,0.00E+00,,NO,NO
0.2667,6.27E-01,5.66E+14,-3.23E+13,0.00E+00,,NO,NO
0.28,6.27E-01,5.01E+14,1.68E+13,0.00E+00,,NO,NO
0.2933,6.27E-01,4.38E+14,5.67E+13,0.00E+00,,NO,NO
0.3067,6.27E-01,3.78E+14,8.81E+13,0.00E+00,,NO,NO
0.32,6.27E-01,3.21E+14,1.12E+14,0.00E+00,,NO,NO
0.3333,6.27E-01,2.68E+14,1.29E+14,0.00E+00,,NO,NO
0.3467,6.27E-01,2.19E+14,1.40E+14,0.00E+00,,NO,NO
0.36,6.27E-01,1.74E+14,1.46E+14,0.00E+00,,NO,NO
0.3733,6.27E-01,1.33E+14,1.47E+14,0.00E+00,,NO,NO
0.3867,6.27E-01,9.67E+13,1.44E+14,0.00E+00,,NO,NO
0.4,6.27E-01,6.40E+13,1.38E+14,0.00E+00,,NO,NO
0.4133,6.27E-01,3.54E+13,1.29E+14,0.00E+00,,NO,NO
0.4267,6.27E-01,1.07E+13,1.17E+14,0.00E+00,,NO,NO
0.44,6.27E-01,-1.03E+13,1.04E+14,0.00E+00,,NO,NO
0.4533,6.27E-01,-2.74E+13,8.89E+13,0.00E+00,,NO,NO
0.4667,6.27E-01,-4.10E+13,7.29E+13,0.00E+00,,NO,NO
0.48,6.27E-01,-5.10E+13,5.61E+13,0.00E+00,,NO,NO
0.4933,6.27E-01,-5.75E+13,3.89E+13,0.00E+00,,NO,NO
0.5067,6.27E-01,-6.06E+13,2.15E+13,0.00E+00,,NO,NO
0.52,6.27E-01,-6.02E+13,4.44E+12,0.00E+00,,NO,NO
0.5333,6.27E-01,-5.64E+13,-1.21E+13,0.00E+00,,NO,NO
0.5467,6.27E-01,-4.91E+13,-2.78E+13,0.00E+00,,NO,NO
0.56,6.27E-01,-3.82E+13,-4.24E+13,0.00E+00,,NO,NO
0.5733,6.27E-01,-2.38E+13,-5.53E+13,0.00E+00,,NO,NO
0.5867,6.27E-01,-5.77E+12,-6.63E+13,0.00E+00,,NO,NO
0.6,6.27E-01,1.60E+13,-7.50E+13,0.00E+00,,NO,NO
0.6133,6.27E-01,4.16E+13,-8.09E+13,0.00E+00,,NO,NO
0.6267,6.27E-01,7.11E+13,-8.35E+13,0.00E+00,,NO,NO
0.64,6.27E-01,1.04E+14,-8.23E+13,0.00E+00,,NO,NO
0.6533,6.27E-01,1.42E+14,-7.68E+13,0.00E+00,,NO,NO
0.6667,6.27E-01,1.83E+14,-6.63E+13,0.00E+00,,NO,NO
0.68,6.27E-01,2.28E+14,-5.02E+13,0.00E+00,,NO,NO
0.6933,6.27E-01,2.76E+14,-2.79E+13,0.00E+00,,NO,NO
0.7067,6.27E-01,3.28E+14,1.48E+12,0.00E+00,,NO,NO
0.72,6.27E-01,3.82E+14,3.85E+13,0.00E+00,,NO,NO
0.7333,6.27E-01,4.39E+14,8.39E+13,0.00E+00,,NO,NO
0.7467,6.27E-01,4.97E+14,1.38E+14,0.00E+00,,NO,NO
0.76,6.27E-01,5.55E+14,2.02E+14,0.00E+00,,NO,NO
0.7733,6.27E-01,6.13E+14,2.77E+14,0.00E+00,,NO,NO
0.7867,6.27E-01,6.69E+14,3.61E+14,-5.02E-05,,NO,NO
0.8,6.27E-01,7.20E+14,4.56E+14,1.04E-04,,NO,NO
0.8133,6.27E-01,7.66E+14,5.61E+14,-9.11E-04,,NO,NO
0.8267,6.27E-01,8.05E+14,6.76E+14,1.53E-03,,NO,NO
0.84,6.27E-01,8.33E+14,7.99E+14,-7.35E-03,,NO,NO
0.8533,6.27E-01,8.50E+14,9.29E+14,9.83E-03,,NO,NO
0.8667,6.27E-01,8.53E+14,1.07E+15,-3.46E-02,,NO,NO
0.88,6.27E-01,8.40E+14,1.20E+15,3.50E-02,,NO,NO
0.8933,6.27E-01,8.11E+14,1.34E+15,-1.06E-01,,NO,NO
0.9067,6.27E-01,7.63E+14,1.48E+15,7.02E-02,,NO,NO
0.92,6.27E-01,6.98E+14,1.60E+15,-2.21E-01,,NO,NO
0.9333,6.27E-01,6.14E+14,1.72E+15,5.45E-02,,NO,NO
0.9467,6.27E-01,5.14E+14,1.82E+15,-3.29E-01,,NO,NO
0.96,6.27E-01,4.00E+14,1.90E+15,-1.04E-01,,NO,NO
0.9733,6.27E-01,2.73E+14,1.96E+15,-3.82E-01,,NO,NO
0.9867,6.27E-01,1.39E+14,2.00E+15,-4.11E-01,,NO,26.64
1,6.27E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,6.40E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,6.40E-01,1.95E+14,-2.34E+15,4.95E-01,,1.62,NO
0.02667,6.40E-01,3.85E+14,-2.29E+15,3.48E-01,,NO,NO
0.04,6.40E-01,5.62E+14,-2.20E+15,1.72E-01,,NO,NO
0.05333,6.40E-01,7.22E+14,-2.09E+15,3.59E-01,,NO,NO
0.06667,6.40E-01,8.61E+14,-1.96E+15,-4.41E-02,,NO,NO
0.08,6.40E-01,9.77E+14,-1.81E+15,2.87E-01,,NO,NO
0.09333,6.40E-01,1.07E+15,-1.64E+15,-9.16E-02,,NO,NO
0.1067,6.40E-01,1.13E+15,-1.47E+15,1.58E-01,,NO,NO
0.12,6.40E-01,1.17E+15,-1.30E+15,-5.31E-02,,NO,NO
0.1333,6.40E-01,1.19E+15,-1.12E+15,5.74E-02,,NO,NO
0.1467,6.40E-01,1.18E+15,-9.52E+14,-1.65E-02,,NO,NO
0.16,6.40E-01,1.15E+15,-7.91E+14,1.32E-02,,NO,NO
0.1733,6.40E-01,1.11E+15,-6.41E+14,-2.76E-03,,NO,NO
0.1867,6.40E-01,1.06E+15,-5.04E+14,1.72E-03,,NO,NO
0.2,6.40E-01,9.97E+14,-3.80E+14,-1.96E-04,,NO,NO
0.2133,6.40E-01,9.27E+14,-2.69E+14,9.66E-05,,NO,NO
0.2267,6.40E-01,8.52E+14,-1.73E+14,0.00E+00,,NO,NO
0.24,6.40E-01,7.75E+14,-8.99E+13,0.00E+00,,NO,NO
0.2533,6.40E-01,6.96E+14,-1.98E+13,0.00E+00,,NO,NO
0.2667,6.40E-01,6.19E+14,3.83E+13,0.00E+00,,NO,NO
0.28,6.40E-01,5.44E+14,8.54E+13,0.00E+00,,NO,NO
0.2933,6.40E-01,4.72E+14,1.22E+14,0.00E+00,,NO,NO
0.3067,6.40E-01,4.04E+14,1.50E+14,0.00E+00,,NO,NO
0.32,6.40E-01,3.40E+14,1.70E+14,0.00E+00,,NO,NO
0.3333,6.40E-01,2.80E+14,1.83E+14,0.00E+00,,NO,NO
0.3467,6.40E-01,2.25E+14,1.90E+14,0.00E+00,,NO,NO
0.36,6.40E-01,1.75E+14,1.91E+14,0.00E+00,,NO,NO
0.3733,6.40E-01,1.30E+14,1.88E+14,0.00E+00,,NO,NO
0.3867,6.40E-01,8.98E+13,1.80E+14,0.00E+00,,NO,NO
0.4,6.40E-01,5.41E+13,1.70E+14,0.00E+00,,NO,NO
0.4133,6.40E-01,2.29E+13,1.57E+14,0.00E+00,,NO,NO
0.4267,6.40E-01,-3.88E+12,1.41E+14,0.00E+00,,NO,NO
0.44,6.40E-01,-2.64E+13,1.24E+14,0.00E+00,,NO,NO
0.4533,6.40E-01,-4.49E+13,1.05E+14,0.00E+00,,NO,NO
0.4667,6.40E-01,-5.94E+13,8.50E+13,0.00E+00,,NO,NO
0.48,6.40E-01,-6.99E+13,6.46E+13,0.00E+00,,NO,NO
0.4933,6.40E-01,-7.67E+13,4.37E+13,0.00E+00,,NO,NO
0.5067,6.40E-01,-7.97E+13,2.28E+13,0.00E+00,,NO,NO
0.52,6.40E-01,-7.89E+13,2.06E+12,0.00E+00,,NO,NO
0.5333,6.40E-01,-7.44E+13,-1.81E+13,0.00E+00,,NO,NO
0.5467,6.40E-01,-6.61E+13,-3.75E+13,0.00E+00,,NO,NO
0.56,6.40E-01,-5.39E+13,-5.58E+13,0.00E+00,,NO,NO
0.5733,6.40E-01,-3.78E+13,-7.25E+13,0.00E+00,,NO,NO
0.5867,6.40E-01,-1.77E+13,-8.74E+13,0.00E+00,,NO,NO
0.6,6.40E-01,6.62E+12,-1.00E+14,0.00E+00,,NO,NO
0.6133,6.40E-01,3.52E+13,-1.10E+14,0.00E+00,,NO,NO
0.6267,6.40E-01,6.81E+13,-1.17E+14,0.00E+00,,NO,NO
0.64,6.40E-01,1.06E+14,-1.20E+14,0.00E+00,,NO,NO
0.6533,6.40E-01,1.48E+14,-1.19E+14,0.00E+00,,NO,NO
0.6667,6.40E-01,1.94E+14,-1.12E+14,0.00E+00,,NO,NO
0.68,6.40E-01,2.45E+14,-1.00E+14,0.00E+00,,NO,NO
0.6933,6.40E-01,3.00E+14,-8.14E+13,0.00E+00,,NO,NO
0.7067,6.40E-01,3.59E+14,-5.54E+13,0.00E+00,,NO,NO
0.72,6.40E-01,4.22E+14,-2.12E+13,0.00E+00,,NO,NO
0.7333,6.40E-01,4.88E+14,2.20E+13,0.00E+00,,NO,NO
0.7467,6.40E-01,5.56E+14,7.53E+13,0.00E+00,,NO,NO
0.76,6.40E-01,6.25E+14,1.39E+14,0.00E+00,,NO,NO
0.7733,6.40E-01,6.93E+14,2.15E+14,0.00E+00,,NO,NO
0.7867,6.40E-01,7.60E+14,3.02E+14,-5.02E-05,,NO,NO
0.8,6.40E-01,8.23E+14,4.02E+14,1.08E-04,,NO,NO
0.8133,6.40E-01,8.80E+14,5.14E+14,-9.22E-04,,NO,NO
0.8267,6.40E-01,9.29E+14,6.38E+14,1.62E-03,,NO,NO
0.84,6.40E-01,9.67E+14,7.73E+14,-7.52E-03,,NO,NO
0.8533,6.40E-01,9.91E+14,9.17E+14,1.05E-02,,NO,NO
0.8667,6.40E-01,9.99E+14,1.07E+15,-3.57E-02,,NO,NO
0.88,6.40E-01,9.89E+14,1.22E+15,3.79E-02,,NO,NO
0.8933,6.40E-01,9.58E+14,1.38E+15,-1.09E-01,,NO,NO
0.9067,6.40E-01,9.05E+14,1.54E+15,7.73E-02,,NO,NO
0.92,6.40E-01,8.30E+14,1.68E+15,-2.26E-01,,NO,NO
0.9333,6.40E-01,7.33E+14,1.82E+15,6.31E-02,,NO,NO
0.9467,6.40E-01,6.15E+14,1.94E+15,-3.31E-01,,NO,NO
0.96,6.40E-01,4.79E+14,2.03E+15,-1.04E-01,,NO,NO
0.9733,6.40E-01,3.28E+14,2.11E+15,-3.72E-01,,NO,NO
0.9867,6.40E-01,1.67E+14,2.15E+15,-4.24E-01,,NO,22.74
1,6.40E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,6.53E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,6.53E-01,2.33E+14,-2.55E+15,5.22E-01,,-6.45,NO
0.02667,6.53E-01,4.58E+14,-2.49E+15,3.33E-01,,NO,NO
0.04,6.53E-01,6.68E+14,-2.39E+15,1.83E-01,,NO,NO
0.05333,6.53E-01,8.56E+14,-2.26E+15,3.67E-01,,NO,NO
0.06667,6.53E-01,1.02E+15,-2.10E+15,-5.06E-02,,NO,NO
0.08,6.53E-01,1.15E+15,-1.92E+15,3.04E-01,,NO,NO
0.09333,6.53E-01,1.25E+15,-1.73E+15,-1.02E-01,,NO,NO
0.1067,6.53E-01,1.32E+15,-1.52E+15,1.70E-01,,NO,NO
0.12,6.53E-01,1.36E+15,-1.32E+15,-5.87E-02,,NO,NO
0.1333,6.53E-01,1.37E+15,-1.12E+15,6.19E-02,,NO,NO
0.1467,6.53E-01,1.35E+15,-9.32E+14,-1.81E-02,,NO,NO
0.16,6.53E-01,1.32E+15,-7.53E+14,1.42E-02,,NO,NO
0.1733,6.53E-01,1.26E+15,-5.88E+14,-3.00E-03,,NO,NO
0.1867,6.53E-01,1.20E+15,-4.39E+14,1.83E-03,,NO,NO
0.2,6.53E-01,1.12E+15,-3.06E+14,-2.11E-04,,NO,NO
0.2133,6.53E-01,1.03E+15,-1.90E+14,1.02E-04,,NO,NO
0.2267,6.53E-01,9.43E+14,-8.99E+13,0.00E+00,,NO,NO
0.24,6.53E-01,8.51E+14,-5.72E+12,0.00E+00,,NO,NO
0.2533,6.53E-01,7.60E+14,6.39E+13,0.00E+00,,NO,NO
0.2667,6.53E-01,6.70E+14,1.20E+14,0.00E+00,,NO,NO
0.28,6.53E-01,5.84E+14,1.64E+14,0.00E+00,,NO,NO
0.2933,6.53E-01,5.02E+14,1.97E+14,0.00E+00,,NO,NO
0.3067,6.53E-01,4.25E+14,2.21E+14,0.00E+00,,NO,NO
0.32,6.53E-01,3.53E+14,2.36E+14,0.00E+00,,NO,NO
0.3333,6.53E-01,2.87E+14,2.43E+14,0.00E+00,,NO,NO
0.3467,6.53E-01,2.26E+14,2.45E+14,0.00E+00,,NO,NO
0.36,6.53E-01,1.72E+14,2.41E+14,0.00E+00,,NO,NO
0.3733,6.53E-01,1.22E+14,2.32E+14,0.00E+00,,NO,NO
0.3867,6.53E-01,7.83E+13,2.20E+14,0.00E+00,,NO,NO
0.4,6.53E-01,3.96E+13,2.05E+14,0.00E+00,,NO,NO
0.4133,6.53E-01,6.06E+12,1.87E+14,0.00E+00,,NO,NO
0.4267,6.53E-01,-2.27E+13,1.67E+14,0.00E+00,,NO,NO
0.44,6.53E-01,-4.67E+13,1.45E+14,0.00E+00,,NO,NO
0.4533,6.53E-01,-6.63E+13,1.22E+14,0.00E+00,,NO,NO
0.4667,6.53E-01,-8.16E+13,9.79E+13,0.00E+00,,NO,NO
0.48,6.53E-01,-9.27E+13,7.34E+13,0.00E+00,,NO,NO
0.4933,6.53E-01,-9.96E+13,4.86E+13,0.00E+00,,NO,NO
0.5067,6.53E-01,-1.03E+14,2.38E+13,0.00E+00,,NO,NO
