" VARIABLES = ""X"""," ""Y"""," ""U"""," ""V"""," ""T""",,,
 ZONE I= 76, J= 76, F=POINT ,,,,-1116988741,-1116988702
0.4533,5.33E-01,1.44E+13,1.15E+13,0.00E+00,,NO,NO
0.4667,5.33E-01,8.37E+12,1.15E+13,0.00E+00,,NO,NO
0.48,5.33E-01,3.28E+12,1.05E+13,0.00E+00,,NO,NO
0.4933,5.33E-01,-8.73E+11,8.90E+12,0.00E+00,,NO,NO
0.5067,5.33E-01,-4.08E+12,7.16E+12,0.00E+00,,NO,NO
0.52,5.33E-01,-6.35E+12,5.61E+12,0.00E+00,,NO,NO
0.5333,5.33E-01,-7.69E+12,4.62E+12,0.00E+00,,NO,NO
0.5467,5.33E-01,-8.09E+12,4.58E+12,0.00E+00,,NO,NO
0.56,5.33E-01,-7.55E+12,5.84E+12,0.00E+00,,NO,NO
0.5733,5.33E-01,-6.07E+12,8.80E+12,0.00E+00,,NO,NO
0.5867,5.33E-01,-3.65E+12,1.38E+13,0.00E+00,,NO,NO
0.6,5.33E-01,-2.96E+11,2.13E+13,0.00E+00,,NO,NO
0.6133,5.33E-01,3.99E+12,3.16E+13,0.00E+00,,NO,NO
0.6267,5.33E-01,9.19E+12,4.50E+13,0.00E+00,,NO,NO
0.64,5.33E-01,1.53E+13,6.20E+13,0.00E+00,,NO,NO
0.6533,5.33E-01,2.22E+13,8.28E+13,0.00E+00,,NO,NO
0.6667,5.33E-01,3.00E+13,1.08E+14,0.00E+00,,NO,NO
0.68,5.33E-01,3.85E+13,1.37E+14,0.00E+00,,NO,NO
0.6933,5.33E-01,4.77E+13,1.72E+14,0.00E+00,,NO,NO
0.7067,5.33E-01,5.75E+13,2.11E+14,0.00E+00,,NO,NO
0.72,5.33E-01,6.76E+13,2.55E+14,0.00E+00,,NO,NO
0.7333,5.33E-01,7.81E+13,3.05E+14,0.00E+00,,NO,NO
0.7467,5.33E-01,8.85E+13,3.59E+14,0.00E+00,,NO,NO
0.76,5.33E-01,9.89E+13,4.19E+14,0.00E+00,,NO,NO
0.7733,5.33E-01,1.09E+14,4.83E+14,0.00E+00,,NO,NO
0.7867,5.33E-01,1.18E+14,5.52E+14,-5.02E-05,,NO,NO
0.8,5.33E-01,1.26E+14,6.25E+14,8.01E-05,,NO,NO
0.8133,5.33E-01,1.33E+14,7.01E+14,-8.50E-04,,NO,NO
0.8267,5.33E-01,1.39E+14,7.80E+14,1.08E-03,,NO,NO
0.84,5.33E-01,1.42E+14,8.61E+14,-6.46E-03,,NO,NO
0.8533,5.33E-01,1.44E+14,9.42E+14,6.35E-03,,NO,NO
0.8667,5.33E-01,1.43E+14,1.02E+15,-2.92E-02,,NO,NO
0.88,5.33E-01,1.39E+14,1.10E+15,2.01E-02,,NO,NO
0.8933,5.33E-01,1.33E+14,1.18E+15,-8.73E-02,,NO,NO
0.9067,5.33E-01,1.24E+14,1.25E+15,3.15E-02,,NO,NO
0.92,5.33E-01,1.12E+14,1.31E+15,-1.85E-01,,NO,NO
0.9333,5.33E-01,9.82E+13,1.37E+15,-4.31E-03,,NO,NO
0.9467,5.33E-01,8.16E+13,1.42E+15,-3.05E-01,,NO,NO
0.96,5.33E-01,6.31E+13,1.46E+15,-1.36E-01,,NO,NO
0.9733,5.33E-01,4.30E+13,1.49E+15,-4.26E-01,,NO,NO
0.9867,5.33E-01,2.18E+13,1.50E+15,-3.78E-01,,NO,36.75
1,5.33E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,5.47E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,5.47E-01,4.86E+13,-1.58E+15,3.79E-01,,36.18,NO
0.02667,5.47E-01,9.61E+13,-1.56E+15,4.08E-01,,NO,NO
0.04,5.47E-01,1.41E+14,-1.53E+15,1.07E-01,,NO,NO
0.05333,5.47E-01,1.84E+14,-1.48E+15,3.46E-01,,NO,NO
0.06667,5.47E-01,2.22E+14,-1.43E+15,-3.43E-02,,NO,NO
0.08,5.47E-01,2.56E+14,-1.36E+15,2.27E-01,,NO,NO
0.09333,5.47E-01,2.84E+14,-1.29E+15,-5.43E-02,,NO,NO
0.1067,5.47E-01,3.07E+14,-1.21E+15,1.10E-01,,NO,NO
0.12,5.47E-01,3.25E+14,-1.13E+15,-2.99E-02,,NO,NO
0.1333,5.47E-01,3.37E+14,-1.04E+15,3.77E-02,,NO,NO
0.1467,5.47E-01,3.44E+14,-9.56E+14,-9.30E-03,,NO,NO
0.16,5.47E-01,3.45E+14,-8.68E+14,8.57E-03,,NO,NO
0.1733,5.47E-01,3.42E+14,-7.81E+14,-1.60E-03,,NO,NO
0.1867,5.47E-01,3.35E+14,-6.96E+14,1.14E-03,,NO,NO
0.2,5.47E-01,3.25E+14,-6.14E+14,-1.19E-04,,NO,NO
0.2133,5.47E-01,3.11E+14,-5.37E+14,6.72E-05,,NO,NO
0.2267,5.47E-01,2.95E+14,-4.64E+14,0.00E+00,,NO,NO
0.24,5.47E-01,2.78E+14,-3.96E+14,0.00E+00,,NO,NO
0.2533,5.47E-01,2.58E+14,-3.33E+14,0.00E+00,,NO,NO
0.2667,5.47E-01,2.38E+14,-2.77E+14,0.00E+00,,NO,NO
0.28,5.47E-01,2.18E+14,-2.26E+14,0.00E+00,,NO,NO
0.2933,5.47E-01,1.97E+14,-1.80E+14,0.00E+00,,NO,NO
0.3067,5.47E-01,1.76E+14,-1.41E+14,0.00E+00,,NO,NO
0.32,5.47E-01,1.56E+14,-1.06E+14,0.00E+00,,NO,NO
0.3333,5.47E-01,1.37E+14,-7.66E+13,0.00E+00,,NO,NO
0.3467,5.47E-01,1.19E+14,-5.19E+13,0.00E+00,,NO,NO
0.36,5.47E-01,1.01E+14,-3.17E+13,0.00E+00,,NO,NO
0.3733,5.47E-01,8.51E+13,-1.54E+13,0.00E+00,,NO,NO
0.3867,5.47E-01,7.01E+13,-2.88E+12,0.00E+00,,NO,NO
0.4,5.47E-01,5.63E+13,6.41E+12,0.00E+00,,NO,NO
0.4133,5.47E-01,4.38E+13,1.28E+13,0.00E+00,,NO,NO
0.4267,5.47E-01,3.27E+13,1.67E+13,0.00E+00,,NO,NO
0.44,5.47E-01,2.28E+13,1.86E+13,0.00E+00,,NO,NO
0.4533,5.47E-01,1.43E+13,1.87E+13,0.00E+00,,NO,NO
0.4667,5.47E-01,7.18E+12,1.75E+13,0.00E+00,,NO,NO
0.48,5.47E-01,1.34E+12,1.54E+13,0.00E+00,,NO,NO
0.4933,5.47E-01,-3.18E+12,1.27E+13,0.00E+00,,NO,NO
0.5067,5.47E-01,-6.38E+12,9.80E+12,0.00E+00,,NO,NO
0.52,5.47E-01,-8.28E+12,7.13E+12,0.00E+00,,NO,NO
0.5333,5.47E-01,-8.86E+12,5.02E+12,0.00E+00,,NO,NO
0.5467,5.47E-01,-8.13E+12,3.85E+12,0.00E+00,,NO,NO
0.56,5.47E-01,-6.09E+12,3.99E+12,0.00E+00,,NO,NO
0.5733,5.47E-01,-2.74E+12,5.82E+12,0.00E+00,,NO,NO
0.5867,5.47E-01,1.94E+12,9.71E+12,0.00E+00,,NO,NO
0.6,5.47E-01,7.92E+12,1.61E+13,0.00E+00,,NO,NO
0.6133,5.47E-01,1.52E+13,2.52E+13,0.00E+00,,NO,NO
0.6267,5.47E-01,2.38E+13,3.76E+13,0.00E+00,,NO,NO
0.64,5.47E-01,3.36E+13,5.35E+13,0.00E+00,,NO,NO
0.6533,5.47E-01,4.46E+13,7.34E+13,0.00E+00,,NO,NO
0.6667,5.47E-01,5.68E+13,9.75E+13,0.00E+00,,NO,NO
0.68,5.47E-01,7.00E+13,1.26E+14,0.00E+00,,NO,NO
0.6933,5.47E-01,8.41E+13,1.60E+14,0.00E+00,,NO,NO
0.7067,5.47E-01,9.89E+13,1.98E+14,0.00E+00,,NO,NO
0.72,5.47E-01,1.14E+14,2.42E+14,0.00E+00,,NO,NO
0.7333,5.47E-01,1.30E+14,2.92E+14,0.00E+00,,NO,NO
0.7467,5.47E-01,1.46E+14,3.46E+14,0.00E+00,,NO,NO
0.76,5.47E-01,1.61E+14,4.06E+14,0.00E+00,,NO,NO
0.7733,5.47E-01,1.76E+14,4.71E+14,0.00E+00,,NO,NO
0.7867,5.47E-01,1.90E+14,5.41E+14,-5.02E-05,,NO,NO
0.8,5.47E-01,2.02E+14,6.16E+14,8.32E-05,,NO,NO
0.8133,5.47E-01,2.12E+14,6.94E+14,-8.58E-04,,NO,NO
0.8267,5.47E-01,2.20E+14,7.75E+14,1.14E-03,,NO,NO
0.84,5.47E-01,2.25E+14,8.58E+14,-6.58E-03,,NO,NO
0.8533,5.47E-01,2.26E+14,9.42E+14,6.84E-03,,NO,NO
0.8667,5.47E-01,2.24E+14,1.03E+15,-3.02E-02,,NO,NO
0.88,5.47E-01,2.18E+14,1.11E+15,2.32E-02,,NO,NO
0.8933,5.47E-01,2.08E+14,1.19E+15,-9.34E-02,,NO,NO
0.9067,5.47E-01,1.94E+14,1.26E+15,4.60E-02,,NO,NO
0.92,5.47E-01,1.76E+14,1.33E+15,-2.07E-01,,NO,NO
0.9333,5.47E-01,1.53E+14,1.39E+15,3.53E-02,,NO,NO
0.9467,5.47E-01,1.27E+14,1.44E+15,-3.36E-01,,NO,NO
0.96,5.47E-01,9.83E+13,1.48E+15,-8.66E-02,,NO,NO
0.9733,5.47E-01,6.69E+13,1.51E+15,-4.20E-01,,NO,NO
0.9867,5.47E-01,3.39E+13,1.53E+15,-3.47E-01,,NO,45.9
1,5.47E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,5.60E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,5.60E-01,6.25E+13,-1.63E+15,4.03E-01,,28.98,NO
0.02667,5.60E-01,1.23E+14,-1.61E+15,4.00E-01,,NO,NO
0.04,5.60E-01,1.82E+14,-1.58E+15,1.38E-01,,NO,NO
0.05333,5.60E-01,2.36E+14,-1.53E+15,3.29E-01,,NO,NO
0.06667,5.60E-01,2.84E+14,-1.47E+15,-1.77E-02,,NO,NO
0.08,5.60E-01,3.27E+14,-1.40E+15,2.24E-01,,NO,NO
0.09333,5.60E-01,3.63E+14,-1.32E+15,-5.34E-02,,NO,NO
0.1067,5.60E-01,3.92E+14,-1.24E+15,1.13E-01,,NO,NO
0.12,5.60E-01,4.13E+14,-1.15E+15,-3.17E-02,,NO,NO
0.1333,5.60E-01,4.27E+14,-1.05E+15,3.96E-02,,NO,NO
0.1467,5.60E-01,4.35E+14,-9.60E+14,-1.00E-02,,NO,NO
0.16,5.60E-01,4.36E+14,-8.67E+14,9.06E-03,,NO,NO
0.1733,5.60E-01,4.31E+14,-7.75E+14,-1.73E-03,,NO,NO
0.1867,5.60E-01,4.21E+14,-6.85E+14,1.21E-03,,NO,NO
0.2,5.60E-01,4.06E+14,-6.00E+14,-1.28E-04,,NO,NO
0.2133,5.60E-01,3.88E+14,-5.19E+14,7.07E-05,,NO,NO
0.2267,5.60E-01,3.67E+14,-4.44E+14,0.00E+00,,NO,NO
0.24,5.60E-01,3.43E+14,-3.74E+14,0.00E+00,,NO,NO
0.2533,5.60E-01,3.18E+14,-3.11E+14,0.00E+00,,NO,NO
0.2667,5.60E-01,2.92E+14,-2.53E+14,0.00E+00,,NO,NO
0.28,5.60E-01,2.66E+14,-2.02E+14,0.00E+00,,NO,NO
0.2933,5.60E-01,2.39E+14,-1.57E+14,0.00E+00,,NO,NO
0.3067,5.60E-01,2.13E+14,-1.18E+14,0.00E+00,,NO,NO
0.32,5.60E-01,1.88E+14,-8.39E+13,0.00E+00,,NO,NO
0.3333,5.60E-01,1.64E+14,-5.54E+13,0.00E+00,,NO,NO
0.3467,5.60E-01,1.41E+14,-3.18E+13,0.00E+00,,NO,NO
0.36,5.60E-01,1.19E+14,-1.28E+13,0.00E+00,,NO,NO
0.3733,5.60E-01,9.87E+13,2.04E+12,0.00E+00,,NO,NO
0.3867,5.60E-01,8.02E+13,1.32E+13,0.00E+00,,NO,NO
0.4,5.60E-01,6.33E+13,2.10E+13,0.00E+00,,NO,NO
0.4133,5.60E-01,4.81E+13,2.59E+13,0.00E+00,,NO,NO
0.4267,5.60E-01,3.47E+13,2.83E+13,0.00E+00,,NO,NO
0.44,5.60E-01,2.30E+13,2.86E+13,0.00E+00,,NO,NO
0.4533,5.60E-01,1.30E+13,2.72E+13,0.00E+00,,NO,NO
0.4667,5.60E-01,4.67E+12,2.45E+13,0.00E+00,,NO,NO
0.48,5.60E-01,-1.91E+12,2.08E+13,0.00E+00,,NO,NO
0.4933,5.60E-01,-6.80E+12,1.66E+13,0.00E+00,,NO,NO
0.5067,5.60E-01,-1.00E+13,1.23E+13,0.00E+00,,NO,NO
0.52,5.60E-01,-1.15E+13,8.09E+12,0.00E+00,,NO,NO
0.5333,5.60E-01,-1.14E+13,4.48E+12,0.00E+00,,NO,NO
0.5467,5.60E-01,-9.49E+12,1.81E+12,0.00E+00,,NO,NO
0.56,5.60E-01,-5.95E+12,4.45E+11,0.00E+00,,NO,NO
0.5733,5.60E-01,-7.20E+11,7.71E+11,0.00E+00,,NO,NO
0.5867,5.60E-01,6.21E+12,3.16E+12,0.00E+00,,NO,NO
0.6,5.60E-01,1.48E+13,8.01E+12,0.00E+00,,NO,NO
0.6133,5.60E-01,2.51E+13,1.57E+13,0.00E+00,,NO,NO
0.6267,5.60E-01,3.71E+13,2.66E+13,0.00E+00,,NO,NO
0.64,5.60E-01,5.07E+13,4.11E+13,0.00E+00,,NO,NO
0.6533,5.60E-01,6.59E+13,5.96E+13,0.00E+00,,NO,NO
0.6667,5.60E-01,8.25E+13,8.25E+13,0.00E+00,,NO,NO
0.68,5.60E-01,1.01E+14,1.10E+14,0.00E+00,,NO,NO
0.6933,5.60E-01,1.20E+14,1.43E+14,0.00E+00,,NO,NO
0.7067,5.60E-01,1.40E+14,1.81E+14,0.00E+00,,NO,NO
0.72,5.60E-01,1.61E+14,2.24E+14,0.00E+00,,NO,NO
0.7333,5.60E-01,1.82E+14,2.73E+14,0.00E+00,,NO,NO
0.7467,5.60E-01,2.03E+14,3.28E+14,0.00E+00,,NO,NO
0.76,5.60E-01,2.24E+14,3.89E+14,0.00E+00,,NO,NO
0.7733,5.60E-01,2.44E+14,4.55E+14,0.00E+00,,NO,NO
0.7867,5.60E-01,2.63E+14,5.26E+14,-5.02E-05,,NO,NO
0.8,5.60E-01,2.79E+14,6.03E+14,8.64E-05,,NO,NO
0.8133,5.60E-01,2.93E+14,6.83E+14,-8.66E-04,,NO,NO
0.8267,5.60E-01,3.04E+14,7.67E+14,1.20E-03,,NO,NO
0.84,5.60E-01,3.11E+14,8.54E+14,-6.69E-03,,NO,NO
0.8533,5.60E-01,3.13E+14,9.42E+14,7.24E-03,,NO,NO
0.8667,5.60E-01,3.10E+14,1.03E+15,-3.07E-02,,NO,NO
0.88,5.60E-01,3.02E+14,1.12E+15,2.43E-02,,NO,NO
0.8933,5.60E-01,2.88E+14,1.20E+15,-9.33E-02,,NO,NO
0.9067,5.60E-01,2.68E+14,1.28E+15,4.43E-02,,NO,NO
0.92,5.60E-01,2.43E+14,1.35E+15,-2.00E-01,,NO,NO
0.9333,5.60E-01,2.12E+14,1.42E+15,2.02E-02,,NO,NO
0.9467,5.60E-01,1.76E+14,1.47E+15,-3.20E-01,,NO,NO
0.96,5.60E-01,1.36E+14,1.52E+15,-1.14E-01,,NO,NO
0.9733,5.60E-01,9.25E+13,1.55E+15,-4.16E-01,,NO,NO
0.9867,5.60E-01,4.69E+13,1.57E+15,-3.74E-01,,NO,37.71
1,5.60E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,5.73E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,5.73E-01,7.78E+13,-1.70E+15,4.09E-01,,27.24,NO
0.02667,5.73E-01,1.54E+14,-1.68E+15,3.95E-01,,NO,NO
0.04,5.73E-01,2.26E+14,-1.64E+15,1.32E-01,,NO,NO
0.05333,5.73E-01,2.93E+14,-1.59E+15,3.40E-01,,NO,NO
0.06667,5.73E-01,3.53E+14,-1.52E+15,-2.71E-02,,NO,NO
0.08,5.73E-01,4.05E+14,-1.44E+15,2.34E-01,,NO,NO
0.09333,5.73E-01,4.49E+14,-1.36E+15,-5.92E-02,,NO,NO
0.1067,5.73E-01,4.83E+14,-1.26E+15,1.19E-01,,NO,NO
0.12,5.73E-01,5.09E+14,-1.17E+15,-3.44E-02,,NO,NO
0.1333,5.73E-01,5.25E+14,-1.07E+15,4.19E-02,,NO,NO
0.1467,5.73E-01,5.33E+14,-9.64E+14,-1.08E-02,,NO,NO
0.16,5.73E-01,5.32E+14,-8.64E+14,9.59E-03,,NO,NO
0.1733,5.73E-01,5.25E+14,-7.66E+14,-1.86E-03,,NO,NO
0.1867,5.73E-01,5.11E+14,-6.71E+14,1.28E-03,,NO,NO
0.2,5.73E-01,4.92E+14,-5.81E+14,-1.37E-04,,NO,NO
0.2133,5.73E-01,4.68E+14,-4.97E+14,7.44E-05,,NO,NO
0.2267,5.73E-01,4.41E+14,-4.19E+14,0.00E+00,,NO,NO
0.24,5.73E-01,4.11E+14,-3.47E+14,0.00E+00,,NO,NO
0.2533,5.73E-01,3.79E+14,-2.82E+14,0.00E+00,,NO,NO
0.2667,5.73E-01,3.47E+14,-2.24E+14,0.00E+00,,NO,NO
0.28,5.73E-01,3.14E+14,-1.73E+14,0.00E+00,,NO,NO
0.2933,5.73E-01,2.81E+14,-1.28E+14,0.00E+00,,NO,NO
0.3067,5.73E-01,2.49E+14,-8.91E+13,0.00E+00,,NO,NO
0.32,5.73E-01,2.18E+14,-5.64E+13,0.00E+00,,NO,NO
0.3333,5.73E-01,1.89E+14,-2.92E+13,0.00E+00,,NO,NO
0.3467,5.73E-01,1.61E+14,-7.18E+12,0.00E+00,,NO,NO
0.36,5.73E-01,1.35E+14,1.02E+13,0.00E+00,,NO,NO
0.3733,5.73E-01,1.11E+14,2.33E+13,0.00E+00,,NO,NO
0.3867,5.73E-01,8.86E+13,3.25E+13,0.00E+00,,NO,NO
0.4,5.73E-01,6.86E+13,3.84E+13,0.00E+00,,NO,NO
0.4133,5.73E-01,5.07E+13,4.14E+13,0.00E+00,,NO,NO
0.4267,5.73E-01,3.50E+13,4.19E+13,0.00E+00,,NO,NO
0.44,5.73E-01,2.14E+13,4.03E+13,0.00E+00,,NO,NO
0.4533,5.73E-01,9.85E+12,3.70E+13,0.00E+00,,NO,NO
0.4667,5.73E-01,4.50E+11,3.24E+13,0.00E+00,,NO,NO
0.48,5.73E-01,-6.86E+12,2.68E+13,0.00E+00,,NO,NO
0.4933,5.73E-01,-1.21E+13,2.08E+13,0.00E+00,,NO,NO
0.5067,5.73E-01,-1.53E+13,1.45E+13,0.00E+00,,NO,NO
0.52,5.73E-01,-1.64E+13,8.48E+12,0.00E+00,,NO,NO
0.5333,5.73E-01,-1.55E+13,3.00E+12,0.00E+00,,NO,NO
0.5467,5.73E-01,-1.25E+13,-1.55E+12,0.00E+00,,NO,NO
0.56,5.73E-01,-7.51E+12,-4.79E+12,0.00E+00,,NO,NO
0.5733,5.73E-01,-3.99E+11,-6.34E+12,0.00E+00,,NO,NO
0.5867,5.73E-01,8.79E+12,-5.84E+12,0.00E+00,,NO,NO
0.6,5.73E-01,2.01E+13,-2.88E+12,0.00E+00,,NO,NO
0.6133,5.73E-01,3.34E+13,2.94E+12,0.00E+00,,NO,NO
0.6267,5.73E-01,4.88E+13,1.20E+13,0.00E+00,,NO,NO
0.64,5.73E-01,6.63E+13,2.48E+13,0.00E+00,,NO,NO
0.6533,5.73E-01,8.57E+13,4.16E+13,0.00E+00,,NO,NO
0.6667,5.73E-01,1.07E+14,6.28E+13,0.00E+00,,NO,NO
0.68,5.73E-01,1.30E+14,8.90E+13,0.00E+00,,NO,NO
0.6933,5.73E-01,1.54E+14,1.20E+14,0.00E+00,,NO,NO
0.7067,5.73E-01,1.80E+14,1.57E+14,0.00E+00,,NO,NO
0.72,5.73E-01,2.07E+14,2.00E+14,0.00E+00,,NO,NO
0.7333,5.73E-01,2.34E+14,2.49E+14,0.00E+00,,NO,NO
0.7467,5.73E-01,2.61E+14,3.04E+14,0.00E+00,,NO,NO
0.76,5.73E-01,2.88E+14,3.65E+14,0.00E+00,,NO,NO
0.7733,5.73E-01,3.14E+14,4.33E+14,0.00E+00,,NO,NO
0.7867,5.73E-01,3.38E+14,5.06E+14,-5.02E-05,,NO,NO
0.8,5.73E-01,3.60E+14,5.85E+14,8.97E-05,,NO,NO
0.8133,5.73E-01,3.78E+14,6.69E+14,-8.74E-04,,NO,NO
0.8267,5.73E-01,3.92E+14,7.58E+14,1.26E-03,,NO,NO
0.84,5.73E-01,4.01E+14,8.49E+14,-6.80E-03,,NO,NO
0.8533,5.73E-01,4.04E+14,9.42E+14,7.68E-03,,NO,NO
0.8667,5.73E-01,4.01E+14,1.04E+15,-3.14E-02,,NO,NO
0.88,5.73E-01,3.90E+14,1.13E+15,2.62E-02,,NO,NO
0.8933,5.73E-01,3.73E+14,1.22E+15,-9.58E-02,,NO,NO
0.9067,5.73E-01,3.48E+14,1.31E+15,5.00E-02,,NO,NO
0.92,5.73E-01,3.15E+14,1.39E+15,-2.06E-01,,NO,NO
0.9333,5.73E-01,2.75E+14,1.46E+15,3.22E-02,,NO,NO
0.9467,5.73E-01,2.29E+14,1.52E+15,-3.27E-01,,NO,NO
0.96,5.73E-01,1.77E+14,1.57E+15,-1.03E-01,,NO,NO
0.9733,5.73E-01,1.21E+14,1.60E+15,-4.10E-01,,NO,NO
0.9867,5.73E-01,6.10E+13,1.62E+15,-3.72E-01,,NO,38.31
1,5.73E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,5.87E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,5.87E-01,9.50E+13,-1.79E+15,4.23E-01,,23.13,NO
0.02667,5.87E-01,1.88E+14,-1.76E+15,3.88E-01,,NO,NO
0.04,5.87E-01,2.76E+14,-1.72E+15,1.41E-01,,NO,NO
0.05333,5.87E-01,3.57E+14,-1.66E+15,3.40E-01,,NO,NO
0.06667,5.87E-01,4.29E+14,-1.58E+15,-2.75E-02,,NO,NO
0.08,5.87E-01,4.92E+14,-1.50E+15,2.41E-01,,NO,NO
0.09333,5.87E-01,5.44E+14,-1.40E+15,-6.36E-02,,NO,NO
0.1067,5.87E-01,5.84E+14,-1.30E+15,1.25E-01,,NO,NO
0.12,5.87E-01,6.13E+14,-1.19E+15,-3.72E-02,,NO,NO
0.1333,5.87E-01,6.31E+14,-1.08E+15,4.43E-02,,NO,NO
0.1467,5.87E-01,6.38E+14,-9.68E+14,-1.17E-02,,NO,NO
0.16,5.87E-01,6.36E+14,-8.59E+14,1.02E-02,,NO,NO
0.1733,5.87E-01,6.25E+14,-7.53E+14,-2.01E-03,,NO,NO
0.1867,5.87E-01,6.06E+14,-6.52E+14,1.35E-03,,NO,NO
0.2,5.87E-01,5.81E+14,-5.57E+14,-1.47E-04,,NO,NO
0.2133,5.87E-01,5.51E+14,-4.69E+14,7.83E-05,,NO,NO
0.2267,5.87E-01,5.17E+14,-3.87E+14,0.00E+00,,NO,NO
0.24,5.87E-01,4.80E+14,-3.13E+14,0.00E+00,,NO,NO
0.2533,5.87E-01,4.41E+14,-2.47E+14,0.00E+00,,NO,NO
0.2667,5.87E-01,4.02E+14,-1.88E+14,0.00E+00,,NO,NO
0.28,5.87E-01,3.62E+14,-1.37E+14,0.00E+00,,NO,NO
0.2933,5.87E-01,3.23E+14,-9.23E+13,0.00E+00,,NO,NO
0.3067,5.87E-01,2.84E+14,-5.47E+13,0.00E+00,,NO,NO
0.32,5.87E-01,2.47E+14,-2.34E+13,0.00E+00,,NO,NO
0.3333,5.87E-01,2.12E+14,2.07E+12,0.00E+00,,NO,NO
0.3467,5.87E-01,1.80E+14,2.22E+13,0.00E+00,,NO,NO
0.36,5.87E-01,1.49E+14,3.74E+13,0.00E+00,,NO,NO
0.3733,5.87E-01,1.21E+14,4.83E+13,0.00E+00,,NO,NO
0.3867,5.87E-01,9.49E+13,5.53E+13,0.00E+00,,NO,NO
0.4,5.87E-01,7.18E+13,5.89E+13,0.00E+00,,NO,NO
0.4133,5.87E-01,5.12E+13,5.95E+13,0.00E+00,,NO,NO
0.4267,5.87E-01,3.31E+13,5.76E+13,0.00E+00,,NO,NO
0.44,5.87E-01,1.76E+13,5.37E+13,0.00E+00,,NO,NO
0.4533,5.87E-01,4.64E+12,4.81E+13,0.00E+00,,NO,NO
0.4667,5.87E-01,-5.85E+12,4.12E+13,0.00E+00,,NO,NO
0.48,5.87E-01,-1.39E+13,3.34E+13,0.00E+00,,NO,NO
0.4933,5.87E-01,-1.95E+13,2.51E+13,0.00E+00,,NO,NO
0.5067,5.87E-01,-2.26E+13,1.66E+13,0.00E+00,,NO,NO
0.52,5.87E-01,-2.34E+13,8.30E+12,0.00E+00,,NO,NO
0.5333,5.87E-01,-2.17E+13,5.88E+11,0.00E+00,,NO,NO
0.5467,5.87E-01,-1.77E+13,-6.20E+12,0.00E+00,,NO,NO
0.56,5.87E-01,-1.11E+13,-1.17E+13,0.00E+00,,NO,NO
0.5733,5.87E-01,-2.16E+12,-1.55E+13,0.00E+00,,NO,NO
0.5867,5.87E-01,9.28E+12,-1.73E+13,0.00E+00,,NO,NO
0.6,5.87E-01,2.32E+13,-1.66E+13,0.00E+00,,NO,NO
0.6133,5.87E-01,3.96E+13,-1.31E+13,0.00E+00,,NO,NO
0.6267,5.87E-01,5.85E+13,-6.24E+12,0.00E+00,,NO,NO
0.64,5.87E-01,7.99E+13,4.30E+12,0.00E+00,,NO,NO
0.6533,5.87E-01,1.04E+14,1.90E+13,0.00E+00,,NO,NO
0.6667,5.87E-01,1.30E+14,3.83E+13,0.00E+00,,NO,NO
0.68,5.87E-01,1.58E+14,6.27E+13,0.00E+00,,NO,NO
0.6933,5.87E-01,1.88E+14,9.25E+13,0.00E+00,,NO,NO
0.7067,5.87E-01,2.19E+14,1.28E+14,0.00E+00,,NO,NO
0.72,5.87E-01,2.52E+14,1.70E+14,0.00E+00,,NO,NO
0.7333,5.87E-01,2.86E+14,2.19E+14,0.00E+00,,NO,NO
0.7467,5.87E-01,3.20E+14,2.74E+14,0.00E+00,,NO,NO
0.76,5.87E-01,3.53E+14,3.36E+14,0.00E+00,,NO,NO
0.7733,5.87E-01,3.86E+14,4.05E+14,0.00E+00,,NO,NO
0.7867,5.87E-01,4.16E+14,4.81E+14,-5.02E-05,,NO,NO
0.8,5.87E-01,4.43E+14,5.63E+14,9.31E-05,,NO,NO
0.8133,5.87E-01,4.66E+14,6.51E+14,-8.82E-04,,NO,NO
0.8267,5.87E-01,4.85E+14,7.44E+14,1.32E-03,,NO,NO
0.84,5.87E-01,4.97E+14,8.42E+14,-6.92E-03,,NO,NO
0.8533,5.87E-01,5.02E+14,9.42E+14,8.15E-03,,NO,NO
0.8667,5.87E-01,4.99E+14,1.04E+15,-3.21E-02,,NO,NO
0.88,5.87E-01,4.87E+14,1.15E+15,2.80E-02,,NO,NO
0.8933,5.87E-01,4.66E+14,1.24E+15,-9.78E-02,,NO,NO
0.9067,5.87E-01,4.35E+14,1.34E+15,5.39E-02,,NO,NO
0.92,5.87E-01,3.94E+14,1.43E+15,-2.08E-01,,NO,NO
0.9333,5.87E-01,3.45E+14,1.50E+15,3.49E-02,,NO,NO
0.9467,5.87E-01,2.87E+14,1.57E+15,-3.26E-01,,NO,NO
0.96,5.87E-01,2.22E+14,1.63E+15,-1.06E-01,,NO,NO
0.9733,5.87E-01,1.52E+14,1.67E+15,-4.04E-01,,NO,NO
0.9867,5.87E-01,7.68E+13,1.69E+15,-3.83E-01,,NO,35.22
